concept_id,extra_icd10_block,extra_icd10_chapter,name
370,E10,"Endocrine, Metabolic System",Non-insulin-dependent diabetes mellitus: With other specified complications
371,E10,"Endocrine, Metabolic System",Non-insulin-dependent diabetes mellitus: With multiple complications
372,E10,"Endocrine, Metabolic System",Non-insulin-dependent diabetes mellitus: With unspecified complications
373,E10,"Endocrine, Metabolic System",Non-insulin-dependent diabetes mellitus: Without complications
374,E10,"Endocrine, Metabolic System",Malnutrition-related diabetes mellitus
375,E10,"Endocrine, Metabolic System",Malnutrition-related diabetes mellitus: With coma
376,E10,"Endocrine, Metabolic System",Malnutrition-related diabetes mellitus: With ketoacidosis
377,E10,"Endocrine, Metabolic System",Malnutrition-related diabetes mellitus: With renal complications
378,E10,"Endocrine, Metabolic System",Malnutrition-related diabetes mellitus: With ophthalmic complications
379,E10,"Endocrine, Metabolic System",Malnutrition-related diabetes mellitus: With peripheral circulatory complications
380,E10,"Endocrine, Metabolic System",Malnutrition-related diabetes mellitus: With other specified complications
381,E10,"Endocrine, Metabolic System",Malnutrition-related diabetes mellitus: With multiple complications
382,E10,"Endocrine, Metabolic System",Malnutrition-related diabetes mellitus: With unspecified complications
383,E10,"Endocrine, Metabolic System",Malnutrition-related diabetes mellitus: Without complications
384,E10,"Endocrine, Metabolic System",Other specified diabetes mellitus
385,E10,"Endocrine, Metabolic System",Other specified diabetes mellitus: With coma
386,E10,"Endocrine, Metabolic System",Other specified diabetes mellitus: With ketoacidosis
387,E10,"Endocrine, Metabolic System",Other specified diabetes mellitus: With renal complications
388,E10,"Endocrine, Metabolic System",Other specified diabetes mellitus: With ophthalmic complications
389,E10,"Endocrine, Metabolic System",Other specified diabetes mellitus: With neurological complications
390,E10,"Endocrine, Metabolic System",Other specified diabetes mellitus: With other specified complications
391,E10,"Endocrine, Metabolic System",Other specified diabetes mellitus: With multiple complications
392,E10,"Endocrine, Metabolic System",Other specified diabetes mellitus: With unspecified complications
393,E10,"Endocrine, Metabolic System",Other specified diabetes mellitus: Without complications
394,E10,"Endocrine, Metabolic System",Unspecified diabetes mellitus
395,E10,"Endocrine, Metabolic System",Unspecified diabetes mellitus: With coma
396,E10,"Endocrine, Metabolic System",Unspecified diabetes mellitus: With ketoacidosis
397,E10,"Endocrine, Metabolic System",Unspecified diabetes mellitus: With renal complications
398,E10,"Endocrine, Metabolic System",Unspecified diabetes mellitus: With ophthalmic complications
399,E10,"Endocrine, Metabolic System",Unspecified diabetes mellitus: With neurological complications
400,E10,"Endocrine, Metabolic System",Unspecified diabetes mellitus: With peripheral circulatory complications
401,E10,"Endocrine, Metabolic System",Unspecified diabetes mellitus: With other specified complications
402,E10,"Endocrine, Metabolic System",Unspecified diabetes mellitus: With multiple complications
403,E10,"Endocrine, Metabolic System",Unspecified diabetes mellitus: With unspecified complications
404,E10,"Endocrine, Metabolic System",Unspecified diabetes mellitus: Without complications
405,E20,"Endocrine, Metabolic System",Pituitary Gland (Hypofunction and other disorders of pituitary gland)
406,E40,"Endocrine, Metabolic System",Malnutrition (Kwashiorkor)
407,E40,"Endocrine, Metabolic System",Malnutrition (Nutritional marasmus)
408,E40,"Endocrine, Metabolic System",Malnutrition (Marasmic kwashiorkor)
409,E40,"Endocrine, Metabolic System",Malnutrition (Unspecified severe protein-energy malnutrition)
410,E40,"Endocrine, Metabolic System",Malnutrition (Moderate protein-energy malnutrition)
411,E40,"Endocrine, Metabolic System",Malnutrition (Mild protein-energy malnutrition)
412,E40,"Endocrine, Metabolic System",Malnutrition (Unspecified protein-energy malnutrition)
413,E50,"Endocrine, Metabolic System",Deficiency (Vitamin A deficiency)
414,E50,"Endocrine, Metabolic System",Vitamin A Deficiency (Vitamin A deficiency with conjunctival xerosis)
415,E50,"Endocrine, Metabolic System",Vitamin A Deficiency (Vitamin A deficiency with corneal xerosis)
416,E50,"Endocrine, Metabolic System",Vitamin A Deficiency (Vitamin A deficiency with corneal ulceration and xerosis)
417,E50,"Endocrine, Metabolic System",Keratomalacia (Vitamin A deficiency with keratomalacia)
418,E50,"Endocrine, Metabolic System",Vitamin A Deficiency (Vitamin A deficiency with night blindness)
419,E50,"Endocrine, Metabolic System",Vitamin A Deficiency (Vitamin A deficiency with xerophthalmic scars of cornea)
420,E50,"Endocrine, Metabolic System",Vitamin A Deficiency (Other manifestations of vitamin A deficiency)
421,E50,"Endocrine, Metabolic System",Thiamine Deficiency
422,E50,"Endocrine, Metabolic System",Deficiency (Vitamin D deficiency)
423,E50,"Endocrine, Metabolic System",Deficiency (Iron deficiency)
424,E50,"Endocrine, Metabolic System",Deficiency Of Nutrient (Deficiency of other specified nutrient elements)
425,E50,"Endocrine, Metabolic System",Deficiency (Imbalance of constituents of food intake)
426,E50,"Endocrine, Metabolic System","Deficiency (Nutritional deficiency, unspecified)"
427,E50,"Endocrine, Metabolic System",Deficiency (Sequelae of vitamin C deficiency)
428,E65,"Endocrine, Metabolic System","Obesity (Obesity, hyperalimentation)"
429,E70,"Endocrine, Metabolic System",Pure hypercholesterolaemia
430,E70,"Endocrine, Metabolic System",Pure hyperglyceridaemia
431,E70,"Endocrine, Metabolic System","Disorder Of Lipoprotein Metabolism (Disorder of lipoprotein metabolism, unspecified)"
432,E70,"Endocrine, Metabolic System","Hyperbilirubinemia (Disorder of bilirubin metabolism, unspecified)"
433,E70,"Endocrine, Metabolic System",Amyloidosis
434,E70,"Endocrine, Metabolic System",Volume Depletion
435,E70,"Endocrine, Metabolic System",Some Dehydration (Volume depletion)
436,E70,"Endocrine, Metabolic System",Severe Dehydration (Volume depletion)
437,E70,"Endocrine, Metabolic System",Sodium [Na] Excess (Hyperosmolality and hypernatraemia)
438,E70,"Endocrine, Metabolic System",Acidosis
439,E70,"Endocrine, Metabolic System",Potassium [K] Deficiency (Hypokalaemia)
440,F00,Mental & Behavioral Disease,Dimentia (Unspecified dementia)
441,F00,Mental & Behavioral Disease,"Delirium (Delirium, not induced by alcohol and other psychoactive substances)"
442,F00,Mental & Behavioral Disease,Delirium (Other delirium)
443,F00,Mental & Behavioral Disease,Mild cognitive disorder
444,F10,Mental & Behavioral Disease,Alcohol Dependence (Mental and behavioural disorders due to use of alcohol)
445,F10,Mental & Behavioral Disease,Alcohol (Mental and behavioural disorders due to use of alcohol: Dependence syndrome)
446,F10,Mental & Behavioral Disease,Mental And Behavioural Disorders (due to use of alcohol: Other mental and behavioural disorders)
447,F10,Mental & Behavioral Disease,Drugs (Mental and behavioural disorders due to use of cannabinoids: Withdrawal state)
448,F20,Mental & Behavioral Disease,Schizophrenia
449,F20,Mental & Behavioral Disease,Schizophrenia (Paranoid schizophrenia)
450,F20,Mental & Behavioral Disease,Schizophrenia (Catatonic schizophrenia)
451,F20,Mental & Behavioral Disease,Schizophrenia (Undifferentiated schizophrenia)
452,F20,Mental & Behavioral Disease,Schizophrenia (Residual schizophrenia)
453,F20,Mental & Behavioral Disease,Schizophrenia (Other schizophrenia)
454,F20,Mental & Behavioral Disease,"Schizophrenia (Schizophrenia, unspecified)"
455,F20,Mental & Behavioral Disease,Schizotypal disorder
456,F20,Mental & Behavioral Disease,Delusional Disorder (Persistent delusional disorders)
457,F20,Mental & Behavioral Disease,Delusion (Delusional disorder)
458,F20,Mental & Behavioral Disease,Psychotic Disorder (Acute and transient psychotic disorders)
459,F20,Mental & Behavioral Disease,Psychotic Disorder (Other acute and transient psychotic disorders)
460,F20,Mental & Behavioral Disease,Schizoaffective disorders
461,F20,Mental & Behavioral Disease,Unspecified nonorganic psychosis
462,F30,Mental & Behavioral Disease,Manic episode
463,F30,Mental & Behavioral Disease,Hypomania
464,F30,Mental & Behavioral Disease,Mania without psychotic symptoms
465,F30,Mental & Behavioral Disease,Mania with psychotic symptoms
466,F30,Mental & Behavioral Disease,"Manic episode, unspecified"
467,F30,Mental & Behavioral Disease,Bipolar affective disorder
468,F30,Mental & Behavioral Disease,"Bipolar Disorder (Bipolar affective disorder, current episode manic without psychotic symptoms)"
469,F30,Mental & Behavioral Disease,"Bipolar Disorder (Bipolar affective disorder, current episode manic with psychotic symptoms)"
470,F30,Mental & Behavioral Disease,"Bipolar Disorder (Bipolar affective disorder, current episode mild or moderate depression)"
471,F30,Mental & Behavioral Disease,Bipolar Disorder (Other bipolar affective disorders)
472,F30,Mental & Behavioral Disease,Depression (Depressive episode)
473,F40,Mental & Behavioral Disease,Anxiety State (Generalized anxiety disorder)
474,F40,Mental & Behavioral Disease,Anxiety (Other specified anxiety disorders)
475,F40,Mental & Behavioral Disease,Stress Disorder (Post-traumatic stress disorder)
476,F40,Mental & Behavioral Disease,Adjustment Disorders
477,F40,Mental & Behavioral Disease,Dissociative [Conversion] Disorders
478,F40,Mental & Behavioral Disease,Hypochondriasis (Hypochondriacal disorder)
479,F40,Mental & Behavioral Disease,Pain (Persistent somatoform pain disorder)
480,F40,Mental & Behavioral Disease,Psychogenic Syncope (Other specified neurotic disorders)
481,F40,Mental & Behavioral Disease,"Neurosis (Neurotic disorder, unspecified)"
482,F50,Mental & Behavioral Disease,Premature Ejaculation
483,F60,Mental & Behavioral Disease,Personality Disorder (Emotionally unstable personality disorder)
484,F60,Mental & Behavioral Disease,Personality Disorder (Other specific personality disorders)
485,F60,Mental & Behavioral Disease,"Personality Disorder (Personality disorder, unspecified)"
486,F80,Mental & Behavioral Disease,Autism (Childhood autism)
487,F80,Mental & Behavioral Disease,Autistic Psychopathy (Asperger syndrome)
488,F90,Mental & Behavioral Disease,Attention-Deficit Hyperactivity Disorder (Disturbance of activity and attention)
489,F90,Mental & Behavioral Disease,Attention-Deficit Hyperactivity Disorder (Hyperkinetic conduct disorder)
490,F90,Mental & Behavioral Disease,"Attention-Deficit Hyperactivity Disorder (Hyperkinetic disorder, unspecified)"
491,F90,Mental & Behavioral Disease,Attention-Deficit Hyperactivity Disorder (Mixed disorders of conduct and emotions)
492,G00,Nervous System,"Meningitis (Meningitis, unspecified)"
493,G40,Nervous System,Epilepsy
494,G40,Nervous System,Epilepsy (Generalized idiopathic epilepsy and epileptic syndromes)
495,G40,Nervous System,Epilepsy (Other generalized epilepsy and epileptic syndromes)
496,G40,Nervous System,Epileptic Seizures (related to drugs)
497,G40,Nervous System,"Grand mal seizures, unspecified (with or without petit mal)"
498,G40,Nervous System,"Petit mal, unspecified, without grand mal seizures"
499,G40,Nervous System,Other epilepsy
500,G40,Nervous System,"Epilepsy (Epilepsy, unspecified)"
501,G40,Nervous System,Status epilepticus
502,G40,Nervous System,Grand mal status epilepticus
503,G40,Nervous System,Petit mal status epilepticus
504,G40,Nervous System,"Status epilepticus, unspecified"
505,G40,Nervous System,Migraine
506,G40,Nervous System,Migraine (Migraine without aura [common migraine])
507,G40,Nervous System,Migraine (Migraine with aura [classical migraine])
508,G40,Nervous System,"Headache (Drug-induced headache, not elsewhere classified)"
509,G40,Nervous System,"Transient cerebral ischaemic attack, unspecified"
510,G40,Nervous System,Sleep Disorders
511,G40,Nervous System,Insomnia (Disorders of initiating and maintaining sleep [insomnias])
512,G40,Nervous System,Sleep Disorders (Sleep apnoea)
513,G40,Nervous System,Narcolepsy (Narcolepsy and cataplexy)
514,G50,Nervous System,Palsy (Bell palsy)
515,G50,Nervous System,Carpal Tunnel Syndrome
516,G50,Nervous System,"Mononeuropathy of upper limb, unspecified"
517,G50,Nervous System,Mononeuropathies of lower limb
518,G50,Nervous System,Neuropathy (Intercostal neuropathy)
519,G60,Nervous System,Guillain-Barré Syndrome
520,G60,Nervous System,Polyneuropathies (Other inflammatory polyneuropathies)
521,G60,Nervous System,"Polyneuropathy, unspecified"
522,G70,Nervous System,Myasthenia Gravis
523,G70,Nervous System,Muscular dystrophy
524,G70,Nervous System,"Myopathy (Myopathy, unspecified)"
525,G80,Nervous System,Cerebral palsy
526,G80,Nervous System,Hemiplegia
527,G80,Nervous System,Hemiplegia (Flaccid hemiplegia)
528,G80,Nervous System,"Paraplegia (Paraplegia, unspecified)"
529,G80,Nervous System,"Quadriplegia (Quadriplegia, C1-C4 complete)"
530,G80,Nervous System,"Quadriplegia (Quadriplegia, C1-C4 incomplete)"
531,G80,Nervous System,"Quadriplegia (Quadriplegia, C5-C7 complete)"
532,G80,Nervous System,"Quadriplegia (Quadriplegia, C5-C7 incomplete)"
533,G80,Nervous System,Paralysis (Monoplegia of lower limb)
534,G80,Nervous System,Paralysis (Monoplegia of upper limb)
535,G80,Nervous System,"Monoplegia, unspecified"
536,G80,Nervous System,Cauda equina syndrome
537,G80,Nervous System,"Cervical Sympathetic Dystrophy Or Paralysis (Paralytic syndrome, unspecified)"
538,G90,Nervous System,Nervous System Disorder (Disorders of autonomic nervous system)
539,G90,Nervous System,Hydrocephalus
540,G90,Nervous System,Hydrocephalus (Other hydrocephalus)
541,G90,Nervous System,Cyst (Cerebral cysts)
542,G90,Nervous System,"Encephalopathy (Encephalopathy, unspecified)"
543,G90,Nervous System,Herniation Of Brain (Stem) (Compression of brain)
544,G90,Nervous System,Edema (Cerebral oedema)
545,G90,Nervous System,"Disorder Of Brain (Disorder of brain, unspecified)"
546,G90,Nervous System,Cord Compression (Other specified diseases of spinal cord)
547,G90,Nervous System,"Cerebrospinal Fluid Leak (Postprocedural disorders of nervous system, not elsewhere classified)"
548,G90,Nervous System,"Nervous System (Other disorders of nervous system, not elsewhere classified)"
549,G90,Nervous System,Myelopathy (Myelopathy in diseases classified elsewhere)
550,H00,Eye & Adnexa,Chalazion
551,H00,Eye & Adnexa,Blepharitis
552,H00,Eye & Adnexa,Entropion (Entropion and trichiasis of eyelid)
553,H00,Eye & Adnexa,Ectropion (Mechanical Ectropion Of Eyelid)
554,H00,Eye & Adnexa,"Ectropion (Senile, of eyelid)"
555,H00,Eye & Adnexa,Ectropion (Spastic ectropion of eyelid)
556,H00,Eye & Adnexa,Ectropion (Lagophthalmos)
557,H10,Eye & Adnexa,Conjunctivitis
558,H15,Eye & Adnexa,Scleritis
559,H15,Eye & Adnexa,Tuberculosis (Episcleritis)
560,H15,Eye & Adnexa,Keratitis
561,H15,Eye & Adnexa,Corneal Ulcer
562,H15,Eye & Adnexa,Keratitis (Other superficial keratitis without conjunctivitis)
563,H15,Eye & Adnexa,Keratoconjunctivitis
564,H15,Eye & Adnexa,Keratitis (Interstitial and deep keratitis)
565,H15,Eye & Adnexa,Corneal Neovascularization
566,H15,Eye & Adnexa,"Photokeratitis (Keratitis, unspecified)"
567,H15,Eye & Adnexa,Corneal scars and opacities
568,H15,Eye & Adnexa,Adherent leukoma
569,H15,Eye & Adnexa,Corneal Degeneration
570,H15,Eye & Adnexa,Herpesviral (Herpesviral keratitis and keratoconjunctivitis)
571,H15,Eye & Adnexa,Tuberculosis (Iridocyclitis)
572,H25,Eye & Adnexa,"Cataract (Cataract, unspecified)"
573,H25,Eye & Adnexa,Aphakia
574,H30,Eye & Adnexa,Retinal Vascular Occlusions
575,H40,Eye & Adnexa,Glaucoma
576,H40,Eye & Adnexa,Glaucoma (Glaucoma suspect)
577,H40,Eye & Adnexa,Glaucoma (Primary open-angle glaucoma)
578,H40,Eye & Adnexa,Glaucoma (Primary angle-closure glaucoma)
579,H40,Eye & Adnexa,Glaucoma (Glaucoma secondary to eye trauma)
580,H40,Eye & Adnexa,Glaucoma (Glaucoma secondary to eye inflammation)
581,H40,Eye & Adnexa,Glaucoma (Glaucoma secondary to other eye disorders)
582,H40,Eye & Adnexa,Glaucoma (Other glaucoma)
583,H40,Eye & Adnexa,"Glaucoma (Glaucoma, unspecified)"
584,H43,Eye & Adnexa,"Disorder Of Vitreous Body (Disorder of vitreous body, unspecified)"
585,H46,Eye & Adnexa,"Papilloedema, unspecified"
586,H49,Eye & Adnexa,Esotropia (Alternating)
587,H49,Eye & Adnexa,Strabismus (Convergent concomitant)
588,H49,Eye & Adnexa,"Strabismus (Strabismus, unspecified)"
589,H49,Eye & Adnexa,"Disorders Of Ocular Muscles, Binocular Movement, Accommodation And Refraction"
590,H49,Eye & Adnexa,Myopia
591,H49,Eye & Adnexa,Astigmatism
592,H49,Eye & Adnexa,Anisometropia (Anisometropia and aniseikonia)
593,H49,Eye & Adnexa,Presbyopia
594,H53,Eye & Adnexa,Amblyopia (Amblyopia ex anopsia)
595,H53,Eye & Adnexa,Double Vision (Diplopia)
596,H53,Eye & Adnexa,Night Blindness
597,H55,Eye & Adnexa,Nystagmus (Nystagmus and other irregular eye movements)
598,H55,Eye & Adnexa,Pain (Ocular pain)
599,H55,Eye & Adnexa,Keratopathy (Keratopathy (bullous aphakic) following cataract surgery)
600,H60,Ear & Mastoid,Otitis externa
601,H60,Ear & Mastoid,Abscess of external ear
602,H60,Ear & Mastoid,"Acute otitis externa, noninfective"
603,H60,Ear & Mastoid,"Otitis externa, unspecified"
604,H60,Ear & Mastoid,Impacted cerumen
605,H65,Ear & Mastoid,"Otitis media, unspecified"
606,H65,Ear & Mastoid,Mastoiditis and related conditions
607,H65,Ear & Mastoid,Acute Mastoiditis
608,H65,Ear & Mastoid,chronic Mastoiditis
609,H65,Ear & Mastoid,"Mastoiditis, unspecified"
610,I00,Circulatory System,Rheumatic fever without mention of heart involvement
611,I00,Circulatory System,Rheumatic fever with heart involvement
612,I00,Circulatory System,"Rheumatic Fever (Acute rheumatic heart disease, unspecified)"
613,I05,Circulatory System,Mitral Stenosis
614,I05,Circulatory System,Tricuspid stenosis
615,I05,Circulatory System,Multiple valve diseases
616,I05,Circulatory System,Other rheumatic heart diseases
617,I05,Circulatory System,Rheumatic myocarditis
618,I05,Circulatory System,"Rheumatic heart disease (Rheumatic heart disease, unspecified)"
619,I10,Circulatory System,Hypertension (Essential (primary) hypertension)
620,I10,Circulatory System,Hypertensive Renal Disease
621,I10,Circulatory System,Hypertension (Secondary hypertension)
622,I10,Circulatory System,Hypertension (Renovascular hypertension)
623,I10,Circulatory System,Hypertension (Other secondary hypertension)
624,I10,Circulatory System,"Hypertension (Secondary hypertension, unspecified)"
625,I20,Circulatory System,Angina Pectoris
626,I20,Circulatory System,Unstable angina
627,I20,Circulatory System,"Angina pectoris, unspecified"
628,I20,Circulatory System,Acute myocardial infarction
629,I20,Circulatory System,Other acute ischaemic heart diseases
630,I20,Circulatory System,"Acute ischaemic heart disease, unspecified"
631,I20,Circulatory System,Chronic ischaemic heart disease
632,I20,Circulatory System,"Atherosclerotic cardiovascular disease, so described"
633,I20,Circulatory System,Atherosclerotic heart disease
634,I20,Circulatory System,Old myocardial infarction
635,I20,Circulatory System,Ischaemic cardiomyopathy
636,I20,Circulatory System,Silent myocardial ischaemia
637,I20,Circulatory System,"Chronic ischaemic heart disease, unspecified"
638,I26,Circulatory System,Pulmonary embolism
639,I26,Circulatory System,Primary pulmonary hypertension
640,I26,Circulatory System,Cardiopulmonary Disease (Other specified pulmonary heart diseases)
641,I30,Circulatory System,Rheumatic Fever (Acute pericarditis)
642,I30,Circulatory System,Pericarditis (Infective Suppurative)
643,I30,Circulatory System,Effusion (Pericardial effusion (noninflammatory))
644,I30,Circulatory System,"Acute endocarditis, unspecified"
645,I30,Circulatory System,Mitral (valve) insufficiency
646,I30,Circulatory System,Nonrheumatic aortic valve disorders
647,I30,Circulatory System,Aortic (valve) stenosis
648,I30,Circulatory System,Aortic (valve) insufficiency
649,I30,Circulatory System,Nonrheumatic tricuspid valve disorders
650,I30,Circulatory System,Pulmonary Valve Insufficiency
651,I30,Circulatory System,Myocarditis (Infective myocarditis)
652,I30,Circulatory System,Cardiomyopathy
653,I30,Circulatory System,Dilated cardiomyopathy
654,I30,Circulatory System,Alcoholic cardiomyopathy
655,I30,Circulatory System,"Cardiomyopathy, unspecified"
656,I30,Circulatory System,Heart Block (Nonspecific intraventricular block)
657,I30,Circulatory System,Conduction Disorder (Other specified conduction disorders)
658,I30,Circulatory System,Cardiac arrest
659,I30,Circulatory System,"Cardiac arrest, unspecified"
660,I30,Circulatory System,Paroxysmal tachycardia
661,I30,Circulatory System,Supraventricular tachycardia
662,I30,Circulatory System,Ventricular tachycardia
663,I30,Circulatory System,"Paroxysmal tachycardia, unspecified"
664,I30,Circulatory System,Atrial fibrillation and flutter
665,I30,Circulatory System,Arrhythmias (Other cardiac arrhythmias)
666,I30,Circulatory System,Tachycardia-Bradycardia Syndrome (Sick sinus syndrome)
667,I30,Circulatory System,"Cardiac arrhythmia, unspecified"
668,I30,Circulatory System,Heart failure
669,I30,Circulatory System,Congestive heart failure
670,I30,Circulatory System,Left ventricular failure
671,I30,Circulatory System,"Heart failure, unspecified"
672,I30,Circulatory System,"Myocarditis (Myocarditis, unspecified)"
673,I30,Circulatory System,Cardiac Dilatation (Myocardial degeneration)
674,I30,Circulatory System,Ventricular Dilatation (Cardiomegaly)
675,I30,Circulatory System,"Heart disease (Heart disease, unspecified)"
676,I60,Circulatory System,Haemorrhage (Intracerebral haemorrhage)
677,I60,Circulatory System,"Hemorrhage (Intracranial haemorrhage (nontraumatic), unspecified)"
678,I60,Circulatory System,Cerebral Infarction
679,I60,Circulatory System,Stroke (Other cerebral infarction)
680,I60,Circulatory System,Aneurysm (Occlusion and stenosis of unspecified cerebral artery)
681,I60,Circulatory System,"Aneurysm (Cerebral aneurysm, nonruptured)"
682,I60,Circulatory System,Hypertensive encephalopathy
683,I60,Circulatory System,Cerebrovascular Insufficiency (Other specified cerebrovascular diseases)
684,I60,Circulatory System,"Cerebrovascular Diseases (Cerebrovascular disease, unspecified)"
685,I60,Circulatory System,Cognitive Deficits (Sequelae of cerebrovascular disease)
686,I60,Circulatory System,Hemiplegia And Hemiparesis (Sequelae of subarachnoid haemorrhage)
687,I60,Circulatory System,Cognitive Deficits (Sequelae of intracerebral haemorrhage)
688,I60,Circulatory System,Speech And Language Deficits (Sequelae of intracerebral haemorrhage)
689,I60,Circulatory System,Hemiplegia And Hemiparesis (Sequelae of other nontraumatic intracranial haemorrhage)
690,I60,Circulatory System,Cognitive Deficits (Sequelae of cerebral infarction)
691,I60,Circulatory System,"Stroke (Sequelae of stroke, not specified as haemorrhage or infarction)"
692,I60,Circulatory System,Hemiplegia And Hemiparesis (Sequelae of other and unspecified cerebrovascular diseases)
693,I60,Circulatory System,Speech And Language Deficits (Sequelae of other and unspecified cerebrovascular diseases)
694,I70,Circulatory System,Atherosclerosis
695,I70,Circulatory System,Atherosclerosis (Atherosclerosis of arteries of extremities)
696,I70,Circulatory System,Embolism And Thrombosis (Arterial embolism and thrombosis)
697,I80,Circulatory System,Varicose Veins (Varicose veins of lower extremities)
698,I80,Circulatory System,Varices (Oesophageal varices)
699,I80,Circulatory System,Varices (Oesophageal varices with bleeding)
700,I80,Circulatory System,Varices (Oesophageal varices without bleeding)
701,I80,Circulatory System,Varicose Veins (Varicose veins of other sites)
702,I80,Circulatory System,Varicocele (Scrotal varices)
703,I80,Circulatory System,Varices (Pelvic varices)
704,I80,Circulatory System,Varices (Gastric varices)
705,I80,Circulatory System,Ingiunal Bubo (Nonspecific lymphadenitis)
706,I80,Circulatory System,"Lymphoedema, not elsewhere classified"
707,I80,Circulatory System,Ascites (Chylous)
708,I95,Circulatory System,Hypotension
709,I95,Circulatory System,Hypotension (Hypotension due to drugs)
710,J00,Respiratory System,common cold (Acute nasopharyngitis [common cold])
711,J00,Respiratory System,Pharyngitis (Acute pharyngitis)
712,J00,Respiratory System,"Tonsillitis (Acute pharyngitis, unspecified)"
713,J00,Respiratory System,Croup & Epiglottitis (Acute obstructive laryngitis [croup] and epiglottitis)
714,J00,Respiratory System,Croup (Acute obstructive laryngitis [croup])
715,J00,Respiratory System,laryngopharyngitis (Acute laryngopharyngitis)
716,J09,Respiratory System,Avian influenza-h5n1 (Other acute upper respiratory infections of multiple sites)
717,J09,Respiratory System,Pandemic influenza A-h1n1 (Other acute upper respiratory infections of multiple sites)
718,J00,Respiratory System,"Respiratory Infection (Acute upper respiratory infection, unspecified)"
719,J09,Respiratory System,"Influenza (Influenza, virus not identified)"
720,J09,Respiratory System,"Pneumonia (Bacterial pneumonia, unspecified)"
721,J09,Respiratory System,"Pneumonia (Bronchopneumonia, unspecified)"
722,J09,Respiratory System,"Pneumonia (Lobar pneumonia, unspecified)"
723,J09,Respiratory System,"severe pneumonia (Other pneumonia, organism unspecified)"
724,J09,Respiratory System,"Pneumonia (Pneumonia, unspecified)"
725,J20,Respiratory System,Bronchitis (Acute bronchitis)
726,J20,Respiratory System,Respiratory Infections (Unspecified acute lower respiratory infection)
727,J30,Respiratory System,Tonsillitis & Adenoiditis (Chronic tonsillitis)
728,J30,Respiratory System,Peritonsillar abscess
729,J40,Respiratory System,"Bronchitis, not specified as acute or chronic"
730,J40,Respiratory System,Emphysema
731,J40,Respiratory System,Asthma
732,J40,Respiratory System,"Asthma (Asthma, unspecified)"
733,J40,Respiratory System,Bronchiectasis
734,J80,Respiratory System,Adult respiratory distress syndrome
735,J80,Respiratory System,Pulmonary oedema
736,J90,Respiratory System,"Pleural effusion, not elsewhere classified"
737,J90,Respiratory System,Pneumonia (Pneumothorax)
738,J90,Respiratory System,Oligodontia (Haemothorax)
739,J95,Respiratory System,Cor Pulmonale (Chronic respiratory failure)
740,J95,Respiratory System,"Respiratory Failure (Respiratory failure, unspecified)"
741,K00,Digestive System,Disorders of tooth development and eruption
742,K00,Digestive System,Supernumerary teeth
743,K00,Digestive System,Dental Disorder (Abnormalities of size and form of teeth)
744,K00,Digestive System,Dental Disorder (Fluorosis; Abnormalities of size and form of teeth)
745,K00,Digestive System,Disturbances in tooth formation
746,K00,Digestive System,"Hereditary disturbances in tooth structure, not elsewhere classified"
747,K00,Digestive System,Disturbances in tooth eruption
748,K00,Digestive System,Other disorders of tooth development
749,K00,Digestive System,"Dental Disorder (Disorder of tooth development, unspecified)"
750,K00,Digestive System,Embedded and impacted teeth
751,K00,Digestive System,Dental Disorder (Impacted teeth)
752,K00,Digestive System,Dental Disorder (Dental caries)
753,K00,Digestive System,Dental Caries (Caries limited to enamel)
754,K00,Digestive System,Dental Caries (Caries of dentine)
755,K00,Digestive System,Dental Caries (Caries of cementum)
756,K00,Digestive System,Dental Caries (Arrested dental caries)
757,K00,Digestive System,Other diseases of hard tissues of teeth
758,K00,Digestive System,Occupational Erosion Of Teeth (Excessive attrition of teeth)
759,K00,Digestive System,Dental Abrasion (Abrasion of teeth)
760,K00,Digestive System,Dental Disorder (Erosion of teeth)
761,K00,Digestive System,Teeth Resorption (Pathological resorption of teeth)
762,K00,Digestive System,Hypercementosis
763,K00,Digestive System,Ankylosis of teeth
764,K00,Digestive System,Dental Disorder (Deposits [accretions] on teeth)
765,K00,Digestive System,Posteruptive colour changes of dental hard tissues
766,K00,Digestive System,Other specified diseases of hard tissues of teeth
767,K00,Digestive System,"Dental Disorder (Disease of hard tissues of teeth, unspecified)"
768,K00,Digestive System,Diseases of pulp and periapical tissues
769,K00,Digestive System,Pulpitis
770,K00,Digestive System,Pulp (Necrosis of pulp)
771,K00,Digestive System,Abnormal hard tissue formation in pulp
772,K00,Digestive System,Gingivitis (Acute plaque induced)
773,K00,Digestive System,Chronic apical periodontitis
774,K00,Digestive System,Periapical abscess with sinus
775,K00,Digestive System,Periapical abscess without sinus
776,K00,Digestive System,Radicular cyst
777,K00,Digestive System,Other and unspecified diseases of pulp and periapical tissues
778,K00,Digestive System,"Gingivitis, Periodontal (Gingivitis and periodontal diseases)"
779,K00,Digestive System,Acute gingivitis
780,K00,Digestive System,Chronic gingivitis
781,K00,Digestive System,Periodontitis (Acute periodontitis)
782,K00,Digestive System,Periodontitis (Chronic periodontitis)
783,K00,Digestive System,Periodontosis
784,K00,Digestive System,"Periodontal (Periodontal disease, unspecified)"
785,K00,Digestive System,Gingival recession
786,K00,Digestive System,Gingival enlargement
787,K00,Digestive System,Dentofacial anomalies [including malocclusion]
788,K00,Digestive System,Major anomalies of jaw size
789,K00,Digestive System,Anomalies of dental arch relationship
